accession_number,dataset_url,dataset_name,made_public,most_recent_snapshot,num_subjects,modalities,dx_status,ages,tasks,num_trials,study_design,domain_studied,longitudinal,processed_data,species,nondefaced_consent,affirmed_defaced,doi_of_papers_from_source_data_lab,doi_of_paper_published_using_openneuro_dataset,senior_author,size_gb
ds004837,https://openneuro.org/datasets/ds004837/versions/1.0.0,Magnetoencephalographic (MEG) Pitch and Duration Mismatch Negativity (MMN) in First-Episode Psychosis,2023-11-02,2023-11-02,60,"MRI - anat, MEG",Schizophrenia,,"attnmod, p_five",,Oddball paradigm (MMN),First-episode psychosis,No,n/a,Human,No,Yes,https://doi.org/10.1111/ejn.16107,Is source-resolved magnetoencephalographic mismatch negativity a viable biomarker for early psychosis?,"Salisbury, Dean",106.04
ds004840,https://openneuro.org/datasets/ds004840/versions/1.0.1,"Dataset of electrophysiological signals (EEG, ECG, EMG) during Music therapy with adult burn patients in the Intensive Care Unit.",2023-11-12,2023-11-12,9,EEG,Burns,"18-25, 26-34, 35-50, 51-65","task-musicTherapy, task-postMusicTherapy, task-preMusicTherapy",2, ### 1.1 Study Overview  This dataset forms part of an ongoing single-site Randomized Clinical Trial (RCT) involving adult burn patients admitted to the Intensive Care Unit (ICU). The key details of the study include:  - **Participants**: The study encompasses 82 adult burn patients admitted to the ICU. - **Randomization**: Participants were randomly assigned to either an intervention group or a control group in a 1:1 ratio. The intervention group received standard care in addition to a maximum of six Music therapy sessions provided by a certified music therapist over a 2-week period. - **Electrophysiological Measures**: Electrophysiological measures were taken from a subset of 9 participants in the intervention group (11%). - **Ethics and Registration**: The study was approved by the ethics committee of the Fundación Santa Fe de Bogotá (FSFB) with approval IDs CCEI-11234-2019 and CCEI-11971-2020. It is registered on Clinicaltrials.gov under the identifier NCT04571255. - **Informed Consent**: All participants,"EEG, ECG and EMG Music therapy ",Yes,n/a,Human,No,Yes,,,"Ettenberger, Mark",0.59
ds004841,https://openneuro.org/datasets/ds004841/versions/1.0.1,TX14,2023-11-13,2023-11-13,20,EEG,,,DriveOnMission,,,,No,n/a,,No,Yes,,,"King, Kevin",7.31
ds004842,https://openneuro.org/datasets/ds004842/versions/1.0.0,TX15,2023-11-13,2023-11-13,14,EEG,,,DriveOnMission,,,,No,n/a,,No,Yes,,,"King, Kevin",5.21
ds004843,https://openneuro.org/datasets/ds004843/versions/1.0.0,T16,2023-11-13,2023-11-13,14,EEG,,,VisualSituationalAwareness,,,,No,n/a,,No,Yes,,,"King, Kevin",7.66
ds004844,https://openneuro.org/datasets/ds004844/versions/1.0.0,T22,2023-11-13,2023-11-13,17,EEG,,,Drive,,,,No,n/a,,No,Yes,,,"King, Kevin",22.33
ds004848,https://openneuro.org/datasets/ds004848/versions/1.0.1,Game of Thrones - A naturalistic viewing dataset,2023-11-16,2024-07-23,73,"MRI - func, MRI - anat",,,"Game of Thrones movie watching, Category Localiser",,,"Naturalistic imaging, face processing, developmental prosopagnosia",No,n/a,Human,No,Yes,,,"Andrews, Timothy",19.56
ds004849,https://openneuro.org/datasets/ds004849/versions/1.0.0,STRONG,2023-11-14,2023-11-14,1,EEG,,,nback,,,,No,n/a,,No,Yes,,,"King, Kevin",0.08
ds004850,https://openneuro.org/datasets/ds004850/versions/1.0.0,ODE,2023-11-14,2023-11-14,1,EEG,,,nback,,,,No,n/a,,No,Yes,,,"King, Kevin",0.08
ds004851,https://openneuro.org/datasets/ds004851/versions/2.1.0,HID,2023-11-14,2024-07-09,66,EEG,,,HID,,,,No,n/a,,No,Yes,,,"King, Kevin",55.93
ds004852,https://openneuro.org/datasets/ds004852/versions/1.0.0,InsurgentCivilian,2023-11-14,2023-11-14,1,EEG,,,nback,,,,No,n/a,,No,Yes,,,"King, Kevin",0.08
ds004853,https://openneuro.org/datasets/ds004853/versions/1.0.0,TX17,2023-11-14,2023-11-14,1,EEG,,,nback,,,,No,n/a,,No,Yes,,,"King, Kevin",0.08
ds004854,https://openneuro.org/datasets/ds004854/versions/1.0.0,TX18,2023-11-14,2023-11-14,1,EEG,,,nback,,,,No,n/a,,No,Yes,,,"King, Kevin",0.08
ds004855,https://openneuro.org/datasets/ds004855/versions/1.0.0,FT,2023-11-14,2023-11-14,1,EEG,,,nback,,,,No,n/a,,No,Yes,,,"King, Kevin",0.08
ds004856,https://openneuro.org/datasets/ds004856/versions/1.2.0,The Dallas Lifespan Brain Study,2024-08-16,2024-10-10,464,"MRI - func, MRI - anat, MRI - dwi, MRI - perf, PET",Healthy / Control,,"Scenes, VentralVisual, rest, Words",3,Observational,Aging,Yes,n/a,Human,No,Yes,,,"Wig, Gagan",212.22
ds004859,https://openneuro.org/datasets/ds004859/versions/1.0.0,iEEG on children during Stroop task,2023-11-23,2023-11-22,7,iEEG,,"0-10, 11-17",stroop,,,,No,n/a,,No,Yes,,,"Asano, Eishi",2.27
ds004860,https://openneuro.org/datasets/ds004860/versions/1.0.0,Investigating the cognitive conflict triggered by moral judgment of accidental harm : an event-related potentials study,2023-11-23,2023-11-23,31,EEG,Healthy / Control,"18-25, 26-34, 35-50",HarmN400,,within-subject,moral judgment,No,n/a,Human,No,Yes,,,"Tremoliere, Bastien",3.79
ds004865,https://openneuro.org/datasets/ds004865/versions/2.0.1,"pyFR: Delayed Free Recall of Word Lists, Preliminary Cognitive Electrophysiology Study",2023-11-29,2024-04-22,49,iEEG,,"11-17, 18-25, 26-34, 35-50, 51-65",pyFR,,,,No,n/a,,Yes,Yes,,,"Kahana, Michael J.",97.79
ds004866,https://openneuro.org/datasets/ds004866/versions/1.0.0,Shanxi Enculturation,2023-11-30,2023-11-30,5,"MRI - func, MRI - anat",Healthy / Control,"18-25, 35-50, 51-65",enculture,,block,Musical Enculturation,Yes,n/a,Human,No,Yes,"10.1162/jocn_a_01858,10.48550/arXiv.2305.09057,10.48550/arXiv.2305.13226",https://digitalcommons.dartmouth.edu/dissertations/173/,"Casey, Michael A.",27.73
ds004868,https://openneuro.org/datasets/ds004868/versions/1.0.2,ds004868,2024-04-19,2024-11-01,10,"MRI - anat, PET",,,,,,,Yes,n/a,Human,No,Yes,,,"Zanotti-Fregonara, Paolo",2.95
ds004869,https://openneuro.org/datasets/ds004869/versions/1.1.1,"Positron emission tomography (PET) quantification in healthy humans of cyclooxygenase-2 (COX-2), a potential biomarker of neuroinflammation",2024-04-18,2024-08-19,27,"MRI - anat, PET",,"18-25, 26-34, 35-50, 51-65",,,,,Yes,Yes,Human,No,Yes,,,"Zanotti-Fregonara, Paolo",7.79
ds004872,https://openneuro.org/datasets/ds004872/versions/1.0.3,Emo-FilM Annotations,2024-02-26,2024-04-05,44,,,"18-25, 26-34, 35-50",,,,,No,Yes,,Yes,Yes,,,"Ville, Dimitri Van De",0.0
ds004873,https://openneuro.org/datasets/ds004873/versions/2.0.3,Two distinct modes of hemodynamic responses in the human brain,2023-12-12,2024-10-04,40,"MRI - anat, MRI - func",Healthy / Control,"18-25, 26-34, 35-50, 51-65",all,,,brain,No,Yes,Human,No,Yes,,,"Riedl, Valentin",3.01
ds004883,https://openneuro.org/datasets/ds004883/versions/1.0.0,Registerd Report of ERN During Three Versions of a Flanker Task,2023-12-21,2023-12-21,172,EEG,Healthy / Control,,mixed,,Three versions of a flanker task,Performance Monitoring,No,n/a,Human,No,Yes,,,"Larson, Michael J.",122.8
ds004884,https://openneuro.org/datasets/ds004884/versions/1.0.2,Aphasia Recovery Cohort (ARC) Dataset,2023-12-20,2024-10-17,230,"MRI - dwi, MRI - func, MRI - anat",,,"naming40, rest",,,,No,n/a,,Yes,Yes,,,"Rorden, Chris",272.85
ds004889,https://openneuro.org/datasets/ds004889/versions/1.1.2,Stroke Outcome Optimization Project (SOOP),2023-12-20,2024-05-08,1715,"MRI - dwi, MRI - anat",,"11-17, 18-25, 26-34, 35-50, 51-65, 66+",,,,,No,n/a,,Yes,Yes,,,"Newman-Norlund, Roger",66.97
ds004892,https://openneuro.org/datasets/ds004892/versions/1.0.0,Emo-FilM,2024-02-26,2024-02-26,30,"MRI - func, MRI - anat",,"18-25, 26-34","FirstBite, BigBuckBunny, Rest, YouAgain, AfterTheRain, LessonLearned, Payload, TheSecretNumber, BetweenViewings, Chatter, ToClaireFromSonny, Spaceman, Sintel, Superhero, TearsOfSteel",,,,No,Yes,,No,Yes,,,"Ville, Dimitri Van De",131.69
ds004894,https://openneuro.org/datasets/ds004894/versions/1.0.0,Heart rate and insula activity increase in response to music in individuals with high interoceptive sensitivity,2024-02-08,2023-12-21,49,"MRI - func, MRI - anat",,,music,30,,"Emotion, Interoception",No,n/a,Human,No,Yes,,,"Yamawaki, Shigeto",21.26
ds004902,https://openneuro.org/datasets/ds004902/versions/1.0.5,A Resting-state EEG Dataset for Sleep Deprivation,2023-12-20,2024-05-08,71,EEG,Healthy / Control,,"eyesclosed, eyesopen",,,,No,n/a,Human,No,Yes,,,"Lei, Xu",8.25
ds004906,https://openneuro.org/datasets/ds004906/versions/2.4.0,rf_shimming_spinalcord,2023-12-21,2024-01-20,5,MRI - anat,,,,1,,"7T, spinal cord, RF shimming",No,n/a,Human,Yes,No,,,"Cohen-Adad, Julien",0.49
ds004909,https://openneuro.org/datasets/ds004909/versions/1.1.0,PACT_fMRI,2024-01-04,2024-01-04,29,"MRI - func, MRI - anat",,"18-25, 26-34","RDMcolor, RDMlocalizer, RDMmotion, parametric attentional control task (PACT) - respond color, color and motion localizers, parametric attentional control task (PACT) - respond motion",,,,No,n/a,,Yes,Yes,,,"Shenhav, Amitai",49.39
ds004910,https://openneuro.org/datasets/ds004910/versions/1.0.1,An open relaxation-diffusion MRI dataset in neurosurgical studies,2024-01-09,2024-01-18,20,"MRI - dwi, MRI - anat",Healthy / Control,"26-34, 35-50, 51-65, 66+",,,Relaxation-diffusion MRI dataset,neurosurgical,No,Yes,Human,No,Yes,,,"Zhang, Fan",5.85
ds004913,https://openneuro.org/datasets/ds004913/versions/1.0.0,Optogenetic functional magnetic resonance imaging reveals therapeutic feedforward circuits of the subthalamic nucleus deep brain stimulation in the hemi-parkinsonian rat,2024-01-04,2024-01-04,9,"MRI - func, MRI - anat",PD,,opto-STN,,,,No,n/a,Rat,No,Yes,,,"Grill, Warren M.",3.21
ds004917,https://openneuro.org/datasets/ds004917/versions/1.0.1,Probability Decision-making Task with ambiguity,2024-05-23,2024-05-23,53,"MRI - anat, MRI - dwi, MRI - func, EEG",,"18-25, 26-34",$ProbabilisticDecisionMakingTask,,,Decision-making,No,n/a,Human,No,Yes,10.1371/journal.pbio.3002452,10.1371/journal.pbio.3002452,"Billeke, Pablo",37.45
ds004920,https://openneuro.org/datasets/ds004920/versions/1.1.1,Data in Brief - ISTART,2024-01-05,2024-01-08,59,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34","doors, mid, sharedreward, socialdoors, ugdg",,,Reward,No,n/a,Human,No,Yes,,,"Jarcho, Johanna",51.95
ds004926,https://openneuro.org/datasets/ds004926/versions/1.3.0,Reliability 3T fMRI experiment,2024-01-07,2024-01-19,40,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50",Heat Pain Task,,,"MRI, fMRI, human spinal cord",No,n/a,Human,No,Yes,,,"Eippert, Falk",15.42
ds004928,https://openneuro.org/datasets/ds004928/versions/1.0.0,Predictive Processing in the Auditory Cortex measured at 7T,2024-06-03,2024-01-24,10,"MRI - func, MRI - anat",,"26-34, 35-50, 66+",Tones Task,,,Auditory,No,n/a,Human,No,Yes,,,"Martino, Federico De",107.48
ds004929,https://openneuro.org/datasets/ds004929/versions/1.0.0,BallSqueezingHD,2024-01-16,2024-01-16,12,NIRS,Healthy / Control,,BallSqueezing,1,,,No,n/a,Human,No,Yes,https://doi.org/10.1117/1.NPh.10.2.025007,"Yuanyuan Gao, De’Ja Rogers, Alexander von Lühmann, Antonio Ortega-Martinez, David A. Boas, Meryem A. Yücel, Short-separation regression incorporated diffuse optical tomography image reconstruction modeling for high-density functional near-infrared spectroscopy, Neurophoton. 10(2) 025007 (23 May 2023)","Yücel, Meryem A.",0.3
ds004934,https://openneuro.org/datasets/ds004934/versions/1.0.0,fMRI dataset: Violations of psychological and physical expectations in human adult brains,2024-01-17,2024-01-17,44,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50","DOTS, Motion, VOE, spWM, DOTS (contrasting physical and social prediction, Fischer et al. 2016), Motion perception task (Robertson et al. 2014), VOE (contrasting physical and psychological violation of expectation), spWM (spatial working memory localizer, Fedorenko et al. 2013)",,,social cognition; physical reasoning; working memory,No,n/a,Human,Yes,Yes,https://doi.org/10.31234/osf.io/54x6b,,"Saxe, Rebecca",18.63
ds004937,https://openneuro.org/datasets/ds004937/versions/1.0.1,Effects of a seven-week running intervention with moderate intensity on the volume of the hippocampus and depressive symptoms in young men from the general population. ,2024-01-20,2024-02-05,22,MRI - anat,Healthy / Control,"18-25, 26-34",,4,,,Yes,n/a,Human,No,Yes,,,"Fink, Andreas",0.96
ds004942,https://openneuro.org/datasets/ds004942/versions/1.0.0,SpatialMemory,2024-02-23,2024-01-23,62,EEG,Young/Old,,SpatialMemory,,Mixed Factorial Design,Spatial Working Memory,No,n/a,Human,No,Yes,,Event-related Theta and Gamma Band Oscillatory Dynamics During Visuo-spatial Sequence Memory in Younger and Older Adults,"McGill, Makenna",25.05
ds004943,https://openneuro.org/datasets/ds004943/versions/1.0.2,Characterisation of laminar and vascular spatiotemporal dynamics of CBV and BOLD signals using VASO and ME-GRE at 7T in humans,2024-01-25,2024-01-25,5,"MRI - anat, MRI - func",,"18-25, 26-34, 35-50","stimulation, TODO: full task name for stimulation",,,,No,n/a,,Yes,Yes,,,"Goebel, Rainer",36.54
ds004944,https://openneuro.org/datasets/ds004944/versions/1.1.0,Dataset of BCI2000-compatible intraoperative ECoG with neuromorphic encoding,2024-01-30,2024-04-11,22,iEEG,Epilepsy,"0-10, 11-17, 18-25, 26-34, 35-50, 66+",acute,,Intraoperative ECoG analysis with BCI2000 and neuromorphic processing pre and post resection,Epilepsy,No,n/a,Human,No,Yes,,https://doi.org/10.1016/j.clinph.2019.07.008 https://doi.org/10.21203/rs.3.rs-3591328/v1,"Sarnthein, Johannes",0.44
ds004945,https://openneuro.org/datasets/ds004945/versions/1.0.0,PyDesigner Example Dataset,2024-02-06,2024-02-06,1,MRI - dwi,Healthy / Control,,,1,,,No,n/a,Human,No,Yes,,,"Thorn, Kathryn",0.1
ds004946,https://openneuro.org/datasets/ds004946/versions/1.0.0,Brain mechanisms disciminating enactive mental simulations of runnning and plogging,2024-02-04,2024-02-04,103,"MRI - func, MRI - anat",,,cueexposure,69,within-group comparisosn,Enactive cognition,No,n/a,Human,No,Yes,,,"Brevers, Damien",29.11
ds004951,https://openneuro.org/datasets/ds004951/versions/1.0.0,Braille letters - EEG,2024-02-12,2024-02-06,11,EEG,,"26-34, 35-50, 51-65",letters,,,braille letter recognition,No,n/a,Human,No,Yes,,,"Cichy, Radoslaw M.",22.0
ds004952,https://openneuro.org/datasets/ds004952/versions/1.2.0,Novel Reading,2024-02-08,2024-03-20,10,EEG,,,reading,,,Semantic decoding,No,Yes,Human,No,Yes,,,"Wu, Haiyan",207.12
ds004956,https://openneuro.org/datasets/ds004956/versions/1.0.1,Braille letters - fMRI,2024-02-12,2024-02-12,15,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50, 51-65","letters, localizer",,,Braille letter representations,No,n/a,Human,No,Yes,,,"Cichy, Radoslaw M.",8.87
ds004957,https://openneuro.org/datasets/ds004957/versions/1.0.2,A comparison of denoising approaches for spoken word production related artefacts in continuous multiband fMRI data,2024-06-03,2024-07-24,18,"MRI - func, MRI - anat",Healthy / Control,,NamingToDefinitions,100,,Language production,No,n/a,Human,No,Yes,,,"Zubicaray, Greig de",7.78
ds004958,https://openneuro.org/datasets/ds004958/versions/1.0.0,The FreeSurfer Maintenance Dataset,2024-02-12,2024-02-12,34,"MRI - anat, MRI - dwi, MRI - func",,"18-25, 26-34, 35-50, 51-65, 66+",rest,,,,No,n/a,Human,Yes,Yes,,,"Fischl, Bruce",42.55
ds004959,https://openneuro.org/datasets/ds004959/versions/1.0.0,Probing hippocampal stimulation in experimental temporal lobe epilepsy with functional MRI,2024-02-12,2024-02-11,10,"MRI - func, MRI - anat",,,"Stim80uA10Hz, Stim30uA10Hz, Stim130uA10Hz, Stim130uA100Hz, Stim130uA1Hz, Stim130uA40Hz, post1Hz, pre1Hz, Stim180uA10Hz, Stim230uA10Hz",,,,No,n/a,Mouse,No,Yes,,,"Haas, Carola A.",1.82
ds004962,https://openneuro.org/datasets/ds004962/versions/1.0.0,MRI dataset evaluating the effect of head down tilt 15° on cerebral perfusion in acute ischemic experimental stroke,2024-02-12,2024-02-12,28,"MRI - anat, MRI - dwi",,,,,,stroke,Yes,n/a,Rat,No,Yes,,,"BERETTA, Simone",0.43
ds004965,https://openneuro.org/datasets/ds004965/versions/1.0.1,Truecrime,2024-03-06,2024-03-13,133,"MRI - anat, MRI - func",,"18-25, 26-34, 35-50, 51-65",rest,-1,,,No,n/a,Human,Yes,Yes,,,"Fink, Andreas",24.1
ds004973,https://openneuro.org/datasets/ds004973/versions/1.0.1,An fNIRS dataset for driving risk cognition of passengers in highly automated driving scenarios ,2024-02-17,2024-02-17,20,NIRS,Other,,"10, 11, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9",, Find the difference of prefrontal cortex activity between low-risk and high-risk episodes by quantifying the risk of driving scenarios,Highly automated driving  vehicles,No,n/a,Human,Yes,No,,An fNIRS dataset for driving risk cognition of 1 passengers in highly automated driving scenarios,"Wang, Hong",2.32
ds004977,https://openneuro.org/datasets/ds004977/versions/1.2.0,CARLA: Adjusted common average referencing for cortico-cortical evoked potential data,2024-05-13,2024-05-13,4,iEEG,Epilepsy,"11-17, 18-25",Cortico Cortical Evoked Potentials,,Single Pulse Electrical Stimulation,,No,Yes,Human,No,Yes, https://doi.org/10.48550/arXiv.2310.00185,,"Hermes, Dora",1.49
ds004980,https://openneuro.org/datasets/ds004980/versions/1.0.0,EEG data set for a architectural affordances task,2024-07-03,2024-02-20,17,EEG,Healthy / Control,"18-25, 26-34",DefaultTask,240,3 by 2 repeated-measures design,Neuro-architecture,No,n/a,Human,Yes,No,Not yet,Human Brain Dynamics Dissociate Early Perceptual and Late Motor-Related Stages of Affordance Processing,"Gramann, K.",15.82
ds004993,https://openneuro.org/datasets/ds004993/versions/1.1.2,"WIRED ICM Sample Dataset - Workshop on Intracranial Recordings in Humans, Epilepsy, DBS",2024-02-26,2024-03-01,3,"MRI - anat, iEEG",epilepsy,"11-17, 18-25","movietrailers, timit5, timit4",,,"auditory neuroscience, speech perception",No,n/a,Human,No,Yes,,,"Field, Alyssa",0.3
ds004995,https://openneuro.org/datasets/ds004995/versions/1.0.2,The Time-Course of Food Representation in the Human Brain,2024-02-28,2024-03-24,20,EEG,,,,,,,No,n/a,,No,Yes,https://doi.org/10.1101/2023.06.06.543985,https://doi.org/10.1101/2023.06.06.543985,"Carlson, Thomas A.",27.6
ds004996,https://openneuro.org/datasets/ds004996/versions/1.0.2,NeuroEngage,2024-02-29,2024-10-01,51,MRI - anat,,"18-25, 26-34, 35-50",,,,,No,n/a,,No,Yes,,,"Pereira, André",0.62
ds004998,https://openneuro.org/datasets/ds004998/versions/1.2.2,Exploring the electrophysiology of Parkinson's disease - magnetoencephalography combined with deep brain recordings from the subthalamic nucleus. ,2024-03-06,2024-09-09,20,MEG,Parkinson,,"HoldL, MoveL, noise, HoldR, MoveR, Rest, HoldB, MoveB",,RestHoldMove,Basal Ganglia in Parkinson,No,n/a,Human,No,Yes,,,"Hirschmann, Jan",161.76
ds005003,https://openneuro.org/datasets/ds005003/versions/1.0.5,Retrospective Task/Rest fMRI Data from Tumor Patients,2024-03-04,2024-10-09,41,"MRI - func, MRI - anat",brain tumors,,"motor, rest, language",,,fMRI,No,n/a,Human,No,Yes,"https://doi.org/10.1371/journal.pone.0236423, https://doi.org/10.1016%2Fj.nic.2017.06.011","https://doi.org/10.1371/journal.pone.0236423, https://doi.org/10.1016%2Fj.nic.2017.06.011","Park, Ki Yun",10.62
ds005007,https://openneuro.org/datasets/ds005007/versions/1.0.0,Auditory naming task with questions that begin or end with a wh-interrogative,2024-03-07,2024-03-07,40,iEEG,Other,"0-10, 11-17, 18-25, 26-34, 35-50, 51-65",namingtask,,Observational,,No,n/a,Human,No,Yes,,,"Asano, Eishi",8.29
ds005009,https://openneuro.org/datasets/ds005009/versions/1.0.0,"Simultaneous cortical, subcortical, and brainstem mapping of sensory activation",2024-04-15,2024-04-15,15,"MRI - func, MRI - anat",,"18-25, 26-34","left hand, right hand, right foot",,,,No,n/a,Human,No,Yes,,,"Bright, Molly G",29.01
ds005012,https://openneuro.org/datasets/ds005012/versions/1.0.3,Adolescent Health Risk Behavior Study,2024-03-09,2024-08-13,60,"MRI - func, MRI - anat",,"11-17, 18-25","func_mid, func_resting",,,,No,Yes,,Yes,Yes,,,"Keating, Daniel P.",57.22
ds005016,https://openneuro.org/datasets/ds005016/versions/1.1.1,MBSR,2024-03-15,2024-06-10,147,"MRI - func, MRI - dwi, MRI - anat",,,"msit, pain, rest",,,,No,n/a,,Yes,Yes,,,"Keaser, Michael",195.35
ds005017,https://openneuro.org/datasets/ds005017/versions/1.0.1,POP,2024-03-15,2024-06-10,39,"MRI - func, MRI - anat",,,"pain, rest",,,,No,n/a,,Yes,Yes,,,"Rahsepar, Khashayar",43.64
ds005021,https://openneuro.org/datasets/ds005021/versions/1.2.1,Tilt Illusion by Phase,2024-03-11,2024-03-11,36,EEG,Healthy / Control,,tilt-illusion,800,,Visual Perception,No,n/a,Human,No,Yes,,Williams et al. (2024).  Effects of alpha oscillation power and phase on discrimination performance in a visual tilt illusion. Current Biology,"Harris, Anthony M.",47.5
ds005025,https://openneuro.org/datasets/ds005025/versions/2.4.3,Traveling Spine 7T CoilQA,2024-10-28,2024-11-02,21,MRI - anat,,,,,,,No,n/a,Human,Yes,No,,,"Cohen-Adad, Julien",1.59
ds005026,https://openneuro.org/datasets/ds005026/versions/1.0.0,Hearing loss Connectome,2024-03-11,2024-03-11,82,"MRI - dwi, MRI - func, MRI - anat",Healthy / Control,"35-50, 51-65, 66+",rest,,Cross-sectional multiparametric connectome in Hearing loss,Brain ,No,n/a,Human,No,Yes,10.1016/j.neurobiolaging.2021.09.024,,"Esposito, Fabrizio",36.02
ds005027,https://openneuro.org/datasets/ds005027/versions/1.0.3,Michigan Longitudinal Study,2024-03-11,2024-08-13,81,"MRI - func, MRI - anat",,,reward,,,,No,Yes,,Yes,Yes,,,"Heitzeg, Mary M.",8.49
ds005028,https://openneuro.org/datasets/ds005028/versions/1.0.0,Comparing P300 Flashing paradigms in online typing with language models,2024-03-24,2024-03-11,11,EEG,Healthy / Control,,,,,P300 Speller,No,n/a,Human,No,Yes,https://doi.org/10.1101/2022.06.24.22276882,,"Speier, William",0.41
ds005034,https://openneuro.org/datasets/ds005034/versions/1.0.1,The effect of theta tACS on working memory,2024-03-20,2024-03-21,25,EEG,,"18-25, 26-34, 35-50",mixed,,,,No,n/a,,Yes,Yes,,,"Kasanov, Dauren",61.36
ds005038,https://openneuro.org/datasets/ds005038/versions/1.0.3,"Modality-based Multitasking, practice data",2024-03-21,2024-03-22,58,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34","DT, ST, localizerTask, rest",128,Blocked Design with single and dual tasks.,Multitasking,Yes,n/a,Human,No,Yes,,,"Stelzel, Christine",34.77
ds005040,https://openneuro.org/datasets/ds005040/versions/1.2.0,Political Moralization (PMM),2024-03-21,2024-12-04,50,"MRI - func, MRI - anat",,,"ISIS Propaganda Clips, PoliticalMoralization",,,,No,n/a,,Yes,Yes,,,"Decety, Jean",8.93
ds005047,https://openneuro.org/datasets/ds005047/versions/1.0.7,A large-scale fMRI dataset in response to short naturalistic facial expressions videos,2024-04-11,2024-10-15,5,"MRI - func, MRI - anat",,"26-34, 35-50","01, 02, 03, 04, 05, 06, 07, 08, 09, 010, 011",,,,No,Yes,,Yes,No,,,"Yan, Bin",177.26
ds005048,https://openneuro.org/datasets/ds005048/versions/1.0.0,40Hz Auditory Entrainment,2024-03-25,2024-03-21,35,EEG,Alzheimers,,40HzAuditoryEntrainment,10,,Gamma entrainment,No,n/a,Human,No,Yes,"https://doi.org/10.1038/s41598-024-63727-z, https://doi.org/10.1016/j.dib.2022.107839, https://doi.org/10.1101/2021.09.30.462389","https://doi.org/10.1038/s41598-024-63727-z, https://doi.org/10.1016/j.dib.2022.107839, https://doi.org/10.1101/2021.09.30.462389","Vahabi, Zahra",0.35
ds005050,https://openneuro.org/datasets/ds005050/versions/1.0.0,Neural codes track prior events in a narrative and predict subsequent memory for details,2024-03-20,2024-03-20,40,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34, 35-50",TODO: full task name for videos,,,,No,n/a,Human,No,Yes,https://www.biorxiv.org/content/10.1101/2024.02.13.580092v2,,"Norman, K.A.",28.77
ds005056,https://openneuro.org/datasets/ds005056/versions/1.0.0,Dataset2,2024-05-29,2024-03-29,25,MRI - anat,,,,,,,No,n/a,Human,No,Yes,,,"Zelano, Christina",0.36
ds005059,https://openneuro.org/datasets/ds005059/versions/1.0.6,Paired Associates Learning: Memory for Word Pairs in Cued Recall,2024-04-03,2024-04-23,72,iEEG,,"18-25, 26-34, 35-50, 51-65",PAL1,,,,No,n/a,,Yes,Yes,,,"Kahana, Michael J.",167.3
ds005063,https://openneuro.org/datasets/ds005063/versions/1.0.0,CR DBS,2024-04-08,2024-04-05,1,"MRI - dwi, MRI - anat",Essential Tremor,,,,,MRI,Yes,n/a,Human,No,Yes,,,"Wang,Jing",0.34
ds005065,https://openneuro.org/datasets/ds005065/versions/1.0.0,Heuristics in risky decision-making relate to preferential representation of information MEG data,2024-04-09,2024-04-09,21,MEG,,,RiskyDecision,,,,No,Yes,,No,Yes,,,"Huys, Quentin",425.76
ds005069,https://openneuro.org/datasets/ds005069/versions/1.0.0,test,2024-04-07,2024-04-07,1,"MRI - func, MRI - anat",,26-34,"love, rest",,,,No,n/a,,No,Yes,,,"jessica, ",0.16
ds005072,https://openneuro.org/datasets/ds005072/versions/1.0.1,test,2024-04-07,2024-04-07,1,"MRI - func, MRI - anat",,26-34,"love, rest",,,,No,n/a,,No,Yes,,,"jessica, ",0.16
ds005073,https://openneuro.org/datasets/ds005073/versions/1.0.0,The Neural Basis of Visual Shape Completion in Schizophrenia and Bipolar Disorder,2024-04-12,2024-04-12,31,"MRI - func, MRI - anat",Schizophrenia,"18-25, 26-34, 35-50, 51-65","viscomp, rest",,,,No,n/a,Human,No,Yes,,,"Cole, Michael W",26.26
ds005075,https://openneuro.org/datasets/ds005075/versions/1.0.1,Simultanous Brain and SpinalCord: and fMRI dataset during resting-state,2024-08-06,2024-04-10,31,"MRI - func, MRI - anat",,,rest,,Simultaneous cerebro-spinal resting-state fMRI,,No,Yes,Human,No,Yes,,,"Doyon, Julien",8.64
ds005077,https://openneuro.org/datasets/ds005077/versions/1.0.2,optofMRI_DRN,2024-04-09,2024-05-16,14,MRI - anat,,"18-25, 26-34",,,,,No,n/a,Mouse,No,Yes,,,"Doya, Kenji",19.41
ds005079,https://openneuro.org/datasets/ds005079/versions/2.0.0,The Effects of Directed Therapeutic Intent on Live and Damaged Cells,2024-04-09,2024-07-01,1,EEG,Healthy / Control,,mixed,60,,Healing,No,n/a,Human,No,Yes,,,"Fields, Chris",1.68
ds005083,https://openneuro.org/datasets/ds005083/versions/1.0.0,Safety and Accuracy of Stereoelectroencephalography for Pediatric Patients with Prior Craniotomy,2024-04-10,2024-04-10,60,iEEG,,,,,Observational,,No,n/a,Human,No,Yes,,,"Roland, Jarod L",0.0
